Geneid	gene_name	Mocetinostat_rep3	Mocetinostat_rep2	DMSO_rep2	Mocetinostat_rep1	DMSO_rep3	DMSO_rep1
ENSG00000223972	DDX11L1	0	0	0	0	0	0
ENSG00000227232	WASH7P	0	3	2	1	6	5
ENSG00000278267	MIR6859-1	3	0	7	1	3	3
ENSG00000243485	MIR1302-2HG	0	0	0	0	0	0
ENSG00000284332	MIR1302-2	0	0	0	0	0	0
ENSG00000237613	FAM138A	0	0	0	0	0	0
ENSG00000268020	OR4G4P	0	0	0	0	0	0
ENSG00000240361	OR4G11P	0	0	0	0	0	0
ENSG00000186092	OR4F5	0	0	1	0	0	0
ENSG00000238009	AL627309.1	0	0	0	0	0	0
ENSG00000239945	AL627309.3	0	0	0	0	0	0
ENSG00000233750	CICP27	0	0	0	0	0	0
ENSG00000268903	AL627309.6	0	0	0	0	0	1
ENSG00000269981	AL627309.7	1	0	0	0	0	1
ENSG00000239906	AL627309.2	0	0	0	0	0	0
ENSG00000241860	AL627309.5	0	0	2	0	0	0
ENSG00000222623	RNU6-1100P	0	0	0	0	0	0
ENSG00000241599	AL627309.4	0	0	0	0	0	0
ENSG00000279928	FO538757.1	0	0	0	0	0	0
ENSG00000279457	WASH9P	0	1	6	9	12	20
ENSG00000273874	MIR6859-2	0	0	0	0	0	0
ENSG00000228463	AP006222.1	2	4	2	0	6	11
ENSG00000286448	AP006222.2	0	0	0	0	0	0
ENSG00000236679	RPL23AP24	0	0	0	0	0	0
ENSG00000236601	AL732372.1	0	0	0	0	0	0
ENSG00000237094	AL732372.2	1	0	0	3	0	3
ENSG00000269732	WBP1LP7	0	0	0	0	0	0
ENSG00000284733	OR4F29	0	0	0	0	0	0
ENSG00000233653	CICP7	0	0	0	0	0	0
ENSG00000250575	AL732372.3	0	0	0	0	0	0
ENSG00000278757	U6	0	0	0	0	0	0
ENSG00000230021	AL669831.3	2	0	3	7	3	3
ENSG00000235146	AC114498.1	0	0	0	0	0	0
ENSG00000225972	MTND1P23	3	3	2	5	6	16
ENSG00000225630	MTND2P28	219	158	470	487	543	1028
ENSG00000237973	MTCO1P12	21	12	58	51	59	167
ENSG00000278791	AC114498.2	0	0	0	0	1	0
ENSG00000229344	MTCO2P12	16	5	8	10	15	27
ENSG00000240409	MTATP8P1	0	1	0	0	0	1
ENSG00000248527	MTATP6P1	690	415	1418	1476	1884	3658
ENSG00000198744	MTCO3P12	5	2	10	9	34	39
ENSG00000268663	WBP1LP6	0	0	0	0	0	0
ENSG00000284662	OR4F16	0	0	0	0	0	0
ENSG00000229376	CICP3	4	0	0	0	0	0
ENSG00000228327	AL669831.1	7	1	4	9	17	25
ENSG00000223181	RNU6-1199P	0	0	0	0	0	1
ENSG00000229905	AL669831.2	0	0	0	1	0	0
ENSG00000237491	LINC01409	1	6	5	16	11	8
ENSG00000285268	AL669831.6	0	0	0	0	0	0
ENSG00000230092	AL669831.4	0	0	0	0	2	3
ENSG00000177757	FAM87B	0	0	0	0	0	2
ENSG00000228794	LINC01128	59	35	77	130	154	200
ENSG00000225880	LINC00115	1	0	21	24	10	20
ENSG00000230368	FAM41C	0	0	1	0	0	0
ENSG00000234711	TUBB8P11	2	0	0	0	0	2
ENSG00000283040	AL669831.5	0	0	0	0	0	0
ENSG00000272438	AL645608.6	0	0	0	0	0	0
ENSG00000230699	AL645608.2	4	0	2	11	2	2
ENSG00000241180	AL645608.4	0	0	0	0	0	0
ENSG00000223764	LINC02593	18	5	2	10	7	4
ENSG00000187634	SAMD11	11	4	3	33	9	27
ENSG00000188976	NOC2L	318	230	1001	737	1552	1906
ENSG00000187961	KLHL17	34	22	51	53	68	94
ENSG00000187583	PLEKHN1	4	3	24	10	41	38
ENSG00000187642	PERM1	1	1	0	2	0	0
ENSG00000272512	AL645608.7	10	6	13	16	20	30
ENSG00000188290	HES4	47	33	63	86	78	122
ENSG00000187608	ISG15	61	41	87	137	148	162
ENSG00000231702	AL645608.3	0	0	0	0	0	0
ENSG00000224969	AL645608.1	1	0	0	0	1	2
ENSG00000188157	AGRN	966	723	1319	2147	1843	2664
ENSG00000242590	AL645608.5	0	0	0	0	0	0
ENSG00000217801	AL390719.1	53	43	67	109	88	122
ENSG00000273443	AL645608.8	0	0	0	5	0	0
ENSG00000237330	RNF223	0	1	0	2	0	0
ENSG00000131591	C1orf159	28	8	81	56	131	240
ENSG00000285812	AL390719.3	0	1	0	0	0	0
ENSG00000223823	LINC01342	0	0	0	0	0	0
ENSG00000207730	MIR200B	0	0	0	0	0	0
ENSG00000207607	MIR200A	0	0	0	0	0	0
ENSG00000198976	MIR429	0	0	0	0	0	0
ENSG00000272141	AL390719.2	0	0	0	3	0	0
ENSG00000205231	TTLL10-AS1	0	0	0	0	0	0
ENSG00000162571	TTLL10	1	0	0	2	0	0
ENSG00000186891	TNFRSF18	0	1	0	0	0	1
ENSG00000186827	TNFRSF4	1	0	0	0	0	1
ENSG00000078808	SDF4	308	242	968	745	1316	1945
ENSG00000176022	B3GALT6	62	35	140	105	188	266
ENSG00000184163	C1QTNF12	2	2	0	4	1	4
ENSG00000260179	AL162741.1	0	0	2	2	0	0
ENSG00000160087	UBE2J2	86	76	339	232	467	631
ENSG00000230415	LINC01786	1	3	1	8	4	8
ENSG00000162572	SCNN1D	10	13	4	18	11	13
ENSG00000131584	ACAP3	117	80	171	260	186	286
ENSG00000278073	MIR6726	0	0	0	0	0	0
ENSG00000169972	PUSL1	27	19	60	79	91	172
ENSG00000127054	INTS11	165	113	394	327	568	893
ENSG00000283712	MIR6727	0	0	0	0	0	0
ENSG00000240731	AL139287.1	1	1	11	8	5	14
ENSG00000224051	CPTP	30	34	90	75	96	152
ENSG00000169962	TAS1R3	0	2	0	3	3	0
ENSG00000107404	DVL1	150	116	355	314	545	613
ENSG00000284372	MIR6808	0	0	0	0	0	0
ENSG00000162576	MXRA8	0	0	0	0	4	2
ENSG00000175756	AURKAIP1	141	104	453	240	716	895
ENSG00000223663	NDUFB4P8	0	0	0	0	0	0
ENSG00000221978	CCNL2	140	140	611	456	859	1299
ENSG00000224870	MRPL20-AS1	20	13	67	32	91	129
ENSG00000242485	MRPL20	69	50	239	155	345	540
ENSG00000264293	RN7SL657P	0	0	0	0	0	0
ENSG00000272455	AL391244.2	7	2	22	3	25	44
ENSG00000235098	ANKRD65	0	0	2	0	3	2
ENSG00000225905	AL391244.1	0	0	0	0	0	0
ENSG00000205116	TMEM88B	0	0	0	0	0	0
ENSG00000225285	LINC01770	0	0	0	0	1	1
ENSG00000179403	VWA1	104	58	81	182	123	183
ENSG00000215915	ATAD3C	9	4	3	6	2	2
ENSG00000160072	ATAD3B	30	28	252	126	401	619
ENSG00000284740	AL645728.2	0	0	4	1	0	5
ENSG00000197785	ATAD3A	115	68	382	220	570	734
ENSG00000205090	TMEM240	0	2	2	2	5	6
ENSG00000160075	SSU72	172	114	559	328	844	1319
ENSG00000215014	AL645728.1	4	1	10	8	17	23
ENSG00000274481	AL691432.3	0	0	0	0	0	0
ENSG00000228594	FNDC10	41	45	73	87	107	182
ENSG00000286989	AL691432.4	6	0	4	6	10	4
ENSG00000272106	AL691432.2	1	2	15	6	29	29
ENSG00000197530	MIB2	61	81	155	187	251	280
ENSG00000189409	MMP23B	0	0	0	0	0	5
ENSG00000248333	CDK11B	55	30	120	97	202	313
ENSG00000272004	FO704657.1	0	0	1	1	1	0
ENSG00000189339	SLC35E2B	50	44	116	112	130	225
ENSG00000269737	AL691432.1	0	2	0	2	1	0
ENSG00000215914	MMP23A	0	0	0	0	0	0
ENSG00000008128	CDK11A	2	1	7	6	8	16
ENSG00000268575	AL031282.2	12	5	6	8	7	22
ENSG00000227775	AL031282.1	0	1	0	1	3	1
ENSG00000215790	SLC35E2A	47	20	72	77	99	219
ENSG00000008130	NADK	49	59	236	108	331	563
ENSG00000078369	GNB1	618	414	1909	1210	2520	4059
ENSG00000231050	AL109917.1	4	0	3	9	2	6
ENSG00000169885	CALML6	0	0	0	0	1	0
ENSG00000178821	TMEM52	13	8	2	14	11	6
ENSG00000142609	CFAP74	7	2	5	5	7	2
ENSG00000233542	AL391845.2	2	0	1	1	0	2
ENSG00000187730	GABRD	50	35	6	93	8	6
ENSG00000226969	AL391845.1	0	1	0	4	0	2
ENSG00000067606	PRKCZ	56	70	99	184	155	195
ENSG00000271806	AL590822.2	0	0	0	0	0	0
ENSG00000182873	PRKCZ-AS1	7	0	9	7	12	11
ENSG00000162585	FAAP20	56	36	187	114	260	369
ENSG00000234396	AL590822.1	0	0	2	0	1	0
ENSG00000157933	SKI	451	358	902	1055	1350	1662
ENSG00000287356	AL590822.3	3	1	4	2	13	5
ENSG00000116151	MORN1	38	16	66	81	132	121
ENSG00000272161	AL589739.1	0	0	0	3	0	0
ENSG00000269896	AL513477.1	6	0	8	10	13	31
ENSG00000272420	AL513477.2	0	2	0	1	0	1
ENSG00000157916	RER1	203	122	456	391	686	1209
ENSG00000157911	PEX10	14	18	72	52	83	169
ENSG00000149527	PLCH2	16	5	5	18	3	2
ENSG00000224387	AL139246.1	0	0	0	0	0	2
ENSG00000229393	AL139246.4	0	0	0	0	0	0
ENSG00000157881	PANK4	32	25	112	68	200	234
ENSG00000197921	HES5	1	0	0	0	0	0
ENSG00000272449	AL139246.5	4	2	0	1	3	0
ENSG00000238164	TNFRSF14-AS1	0	1	0	2	0	0
ENSG00000157873	TNFRSF14	4	3	6	2	6	15
ENSG00000225931	AL139246.2	0	6	0	0	0	0
ENSG00000228037	AL139246.3	0	0	0	0	0	0
ENSG00000157870	PRXL2B	62	55	158	164	224	351
ENSG00000142606	MMEL1	0	0	0	2	1	0
ENSG00000237058	AL831784.1	0	0	0	0	0	0
ENSG00000215912	TTC34	2	4	11	19	16	30
ENSG00000285945	AC242022.2	0	0	0	0	0	0
ENSG00000283259	AC242022.1	0	0	0	0	0	0
ENSG00000233234	AL592464.2	0	0	0	0	0	0
ENSG00000287396	AL592464.3	5	0	0	4	0	0
ENSG00000231630	AL592464.1	0	0	0	0	0	0
ENSG00000284745	AL589702.1	0	0	0	1	0	0
ENSG00000169717	ACTRT2	0	0	2	1	0	0
ENSG00000177133	PRDM16-DT	0	4	2	2	4	1
ENSG00000142611	PRDM16	20	12	22	16	36	39
ENSG00000283572	MIR4251	0	0	0	0	0	0
ENSG00000226286	AL008733.1	0	0	0	4	0	0
ENSG00000279839	AL512383.1	3	1	0	2	3	3
ENSG00000272235	AL590438.1	0	0	1	0	2	6
ENSG00000287828	AL354743.2	0	0	1	3	0	1
ENSG00000286518	AL354743.1	0	0	0	3	0	0
ENSG00000130762	ARHGEF16	30	27	18	55	22	22
ENSG00000272088	AL512413.1	0	0	0	2	0	0
ENSG00000162591	MEGF6	66	45	81	153	121	180
ENSG00000207776	MIR551A	0	0	0	0	0	0
ENSG00000238260	AL513320.1	4	1	0	3	1	0
ENSG00000158109	TPRG1L	98	61	100	189	157	266
ENSG00000116213	WRAP73	68	46	102	123	122	219
ENSG00000078900	TP73	43	34	66	86	111	141
ENSG00000227589	AL136528.1	0	0	0	0	0	0
ENSG00000235131	AL136528.2	0	0	0	0	2	0
ENSG00000227372	TP73-AS1	45	38	189	114	234	404
ENSG00000276189	AL136528.3	0	0	0	0	0	0
ENSG00000162592	CCDC27	0	0	0	1	1	0
ENSG00000235169	SMIM1	1	0	0	3	0	0
ENSG00000130764	LRRC47	75	52	354	149	593	767
ENSG00000266075	RN7SL574P	0	0	0	0	0	0
ENSG00000272153	AL365330.1	0	0	0	0	0	0
ENSG00000116198	CEP104	122	79	273	284	412	670
ENSG00000169598	DFFB	28	19	39	57	61	106
ENSG00000198912	C1orf174	30	39	155	115	203	375
ENSG00000236423	LINC01134	8	3	3	7	21	21
ENSG00000233304	LINC01346	0	0	3	1	2	2
ENSG00000226374	LINC01345	0	0	0	1	0	0
ENSG00000284668	LINC02780	0	0	0	1	0	0
ENSG00000284703	AL805961.1	7	0	0	5	4	2
ENSG00000229280	EEF1DP6	0	0	0	0	0	0
ENSG00000235054	LINC01777	3	0	0	4	1	0
ENSG00000284694	AL355602.1	0	1	0	0	1	0
ENSG00000227169	Z98747.1	0	0	0	0	0	0
ENSG00000232596	LINC01646	0	0	0	0	0	0
ENSG00000196581	AJAP1	19	16	12	26	28	24
ENSG00000287586	Z98886.1	0	1	0	0	2	0
ENSG00000284739	BX005132.1	0	0	0	0	0	0
ENSG00000284674	LINC02781	0	0	0	0	2	0
ENSG00000231510	LINC02782	0	0	0	0	0	0
ENSG00000284616	AL139823.1	0	0	0	0	0	2
ENSG00000284692	Z98259.3	0	1	0	2	1	0
ENSG00000284666	Z98259.2	0	0	0	0	1	0
ENSG00000260972	Z98259.1	0	0	0	1	2	0
ENSG00000283356	Z97988.2	0	0	0	0	0	0
ENSG00000236948	AL365255.1	1	0	0	0	0	0
ENSG00000264341	Z97988.1	0	0	0	0	0	0
ENSG00000264101	MIR4689	3	1	0	0	0	0
ENSG00000131697	NPHP4	94	61	192	178	220	370
ENSG00000069424	KCNAB2	31	50	32	94	28	43
ENSG00000116254	CHD5	41	57	16	128	27	39
ENSG00000285629	AL031847.2	0	0	0	3	0	1
ENSG00000116251	RPL22	39	48	288	134	370	777
ENSG00000226944	AL031847.1	0	0	0	5	0	0
ENSG00000158286	RNF207	4	18	25	35	46	88
ENSG00000116237	ICMT	305	211	680	662	880	1673
ENSG00000225077	LINC00337	0	0	3	5	0	6
ENSG00000173673	HES3	0	0	0	0	0	0
ENSG00000158292	GPR153	25	21	26	56	50	59
ENSG00000097021	ACOT7	347	237	396	660	586	943
ENSG00000271746	AL031848.2	1	1	5	0	5	2
ENSG00000069812	HES2	17	7	3	31	3	2
ENSG00000187017	ESPN	21	9	0	35	1	2
ENSG00000265392	MIR4252	0	0	0	0	0	0
ENSG00000231868	AL031848.1	0	0	0	0	0	0
ENSG00000215788	TNFRSF25	8	8	20	9	13	27
ENSG00000171680	PLEKHG5	41	27	38	94	71	94
ENSG00000162408	NOL9	166	137	657	297	888	1397
ENSG00000253022	RNU6-731P	0	0	0	0	0	0
ENSG00000229519	AL591866.1	0	0	0	0	0	0
ENSG00000173662	TAS1R1	0	0	0	7	0	0
ENSG00000204859	ZBTB48	46	12	55	67	87	138
ENSG00000162413	KLHL21	74	58	259	182	440	618
ENSG00000116273	PHF13	81	57	197	132	238	424
ENSG00000041988	THAP3	25	20	76	34	132	167
ENSG00000007923	DNAJC11	109	85	602	292	831	1161
ENSG00000228750	LINC01672	0	0	0	0	0	0
ENSG00000284744	AL591163.1	0	0	0	3	0	0
ENSG00000237436	CAMTA1-DT	0	2	9	4	13	9
ENSG00000171735	CAMTA1	129	92	153	325	262	405
ENSG00000227950	AL590128.1	0	0	0	0	0	0
ENSG00000237365	AL512330.1	0	0	0	0	0	0
ENSG00000207056	RNU1-8P	0	0	0	0	0	0
ENSG00000237402	CAMTA1-IT1	0	0	1	0	0	0
ENSG00000237728	Z97987.1	0	0	0	0	1	0
ENSG00000225126	AL365194.1	0	0	0	1	0	0
ENSG00000270171	AL359881.3	0	0	0	0	0	1
ENSG00000270035	AL359881.2	0	0	0	1	0	3
ENSG00000269978	AL359881.1	0	0	1	0	0	3
ENSG00000049245	VAMP3	120	77	449	236	544	1097
ENSG00000269925	Z98884.2	7	0	2	3	29	8
ENSG00000049246	PER3	46	47	128	102	178	210
ENSG00000236266	Z98884.1	0	0	0	0	0	0
ENSG00000049247	UTS2	0	0	0	1	0	0
ENSG00000049249	TNFRSF9	91	56	33	172	39	47
ENSG00000270330	AL009183.1	0	0	0	1	0	0
ENSG00000116288	PARK7	237	127	498	442	768	1369
ENSG00000200344	Y_RNA	0	0	0	0	0	0
ENSG00000284747	AL034417.4	2	0	5	18	16	37
ENSG00000284716	AL034417.3	0	0	0	1	1	0
ENSG00000116285	ERRFI1	766	548	729	1589	1027	1626
ENSG00000238290	AL034417.2	5	1	0	2	0	7
ENSG00000232848	AL034417.1	0	0	0	0	1	0
ENSG00000229305	AL358876.1	0	0	0	1	0	0
ENSG00000227634	LINC01714	3	0	0	2	0	0
ENSG00000200975	RNU1-7P	0	0	0	0	0	0
ENSG00000233645	AL358876.2	0	0	0	0	0	0
ENSG00000251977	RNU6-991P	0	0	0	0	0	0
ENSG00000162426	SLC45A1	32	22	1	68	10	5
ENSG00000252254	Y_RNA	0	0	0	0	0	0
ENSG00000142599	RERE	419	317	855	946	1138	1557
ENSG00000232912	RERE-AS1	0	0	0	1	1	0
ENSG00000221083	AL096855.1	0	0	0	1	0	0
ENSG00000270282	AL096855.2	0	0	0	0	0	0
ENSG00000234619	RPL7P11	0	0	0	0	0	0
ENSG00000224315	RPL7P7	0	2	1	4	5	3
ENSG00000222511	Y_RNA	0	1	0	3	0	3
ENSG00000226545	AL357552.1	0	0	0	0	0	0
ENSG00000228423	AL357552.2	2	2	2	9	4	3
ENSG00000229716	RPL23AP19	0	0	0	0	0	0
ENSG00000074800	ENO1	3255	2226	7952	6996	11662	17617
ENSG00000274258	MIR6728	1	0	0	0	0	1
ENSG00000230679	ENO1-AS1	0	0	0	0	1	1
ENSG00000201725	RNU6-304P	0	0	0	0	0	0
ENSG00000238249	HMGN2P17	0	0	1	0	1	0
ENSG00000232208	AL139415.1	0	0	0	1	0	0
ENSG00000232663	AL139415.2	0	0	0	0	0	0
ENSG00000131686	CA6	0	0	1	0	0	1
ENSG00000265141	RN7SL451P	0	0	0	0	0	0
ENSG00000197241	SLC2A7	0	0	0	0	1	0
ENSG00000142583	SLC2A5	4	2	1	1	4	1
ENSG00000252404	AL158048.1	0	0	0	0	0	0
ENSG00000180758	GPR157	69	38	40	140	45	100
ENSG00000228526	MIR34AHG	5	3	12	15	32	38
ENSG00000284357	MIR34A	0	0	0	0	0	0
ENSG00000234546	LNCTAM34A	6	1	4	1	3	3
ENSG00000049239	H6PD	80	50	104	172	132	217
ENSG00000171621	SPSB1	62	68	106	165	162	291
ENSG00000284652	BX323043.1	0	0	0	1	0	1
ENSG00000284693	LINC02606	0	0	3	3	1	0
ENSG00000252956	RNA5SP40	0	0	0	0	0	0
ENSG00000235263	AL928921.1	0	0	2	0	0	0
ENSG00000171612	SLC25A33	23	8	79	41	88	172
ENSG00000231181	AL954705.1	2	0	3	4	0	5
ENSG00000188807	TMEM201	177	135	424	355	599	913
ENSG00000171608	PIK3CD	148	117	135	371	178	304
ENSG00000179840	PIK3CD-AS1	1	0	2	0	0	0
ENSG00000233268	AL691449.1	0	0	0	0	0	1
ENSG00000231789	PIK3CD-AS2	1	2	2	3	0	1
ENSG00000171603	CLSTN1	765	582	1234	1766	1937	2670
ENSG00000271264	MZT1P1	0	0	0	0	0	0
ENSG00000280113	AL357140.3	0	0	2	0	0	0
ENSG00000178585	CTNNBIP1	39	56	66	146	88	101
ENSG00000223989	AL357140.1	0	0	0	0	0	0
ENSG00000285701	AL357140.4	0	0	0	0	0	0
ENSG00000162441	LZIC	62	41	209	141	374	497
ENSG00000228150	AL357140.2	1	0	2	0	2	0
ENSG00000173614	NMNAT1	10	31	32	36	47	86
ENSG00000202415	RN7SKP269	1	0	1	4	2	8
ENSG00000283611	TMEM274P	0	0	0	0	0	0
ENSG00000265521	MIR5697	0	0	0	0	0	0
ENSG00000241326	AL603962.1	0	0	0	0	0	0
ENSG00000162444	RBP7	26	16	9	59	20	19
ENSG00000130939	UBE4B	213	145	456	500	651	1187
ENSG00000224340	AL590639.1	0	0	0	0	0	0
ENSG00000233623	PGAM1P11	0	0	1	0	2	2
ENSG00000201746	RNU6-828P	1	0	0	2	3	2
ENSG00000054523	KIF1B	513	321	773	990	1157	1790
ENSG00000264881	AL358013.1	0	0	0	0	0	1
ENSG00000199562	RNU6-37P	0	0	1	0	0	0
ENSG00000264501	RN7SL731P	0	0	0	0	0	0
ENSG00000284735	AL139424.3	0	0	0	0	0	1
ENSG00000284642	AL139424.2	0	0	1	3	3	4
ENSG00000142657	PGD	598	422	889	1138	1150	1889
ENSG00000271989	AL139424.1	2	0	1	1	9	1
ENSG00000251503	CENPS-CORT	0	0	0	0	2	0
ENSG00000175279	CENPS	1	0	7	6	10	14
ENSG00000241563	CORT	2	0	3	2	0	8
ENSG00000160049	DFFA	379	258	798	893	989	1610
ENSG00000203469	AL354956.1	0	0	1	0	0	0
ENSG00000142655	PEX14	51	29	215	66	311	345
ENSG00000287727	AL139423.2	0	0	1	0	0	0
ENSG00000243267	RN7SL614P	0	3	0	6	0	1
ENSG00000130940	CASZ1	121	93	51	243	85	83
ENSG00000272078	AL139423.1	1	2	0	1	1	3
ENSG00000225158	HSPE1P24	0	0	0	0	0	0
ENSG00000175262	C1orf127	1	0	0	0	0	0
ENSG00000215785	CFL1P6	0	0	0	0	0	1
ENSG00000120948	TARDBP	207	158	553	424	821	1345
ENSG00000277726	AL109811.3	0	0	0	0	0	0
ENSG00000009724	MASP2	0	0	0	3	4	1
ENSG00000271895	AL109811.2	1	0	2	0	1	5
ENSG00000116649	SRM	157	131	918	381	1246	1713
ENSG00000171824	EXOSC10	142	66	651	291	1016	1651
ENSG00000226849	AL109811.1	0	2	1	1	4	2
ENSG00000230337	EXOSC10-AS1	0	0	5	1	5	26
ENSG00000198793	MTOR	361	231	907	744	1208	1918
ENSG00000225602	MTOR-AS1	0	0	0	0	0	0
ENSG00000253086	RNU6-537P	0	0	0	0	0	0
ENSG00000171819	ANGPTL7	0	0	1	0	2	0
ENSG00000207451	RNU6-291P	0	0	0	0	0	0
ENSG00000238173	RPL39P6	0	0	0	0	0	0
ENSG00000120942	UBIAD1	40	24	158	93	249	381
ENSG00000238199	UBE2V2P3	0	0	0	0	0	0
ENSG00000284646	AL031291.1	0	0	0	1	0	0
ENSG00000224338	MTCYBP45	0	0	0	1	0	0
ENSG00000204624	DISP3	19	13	1	52	4	4
ENSG00000285833	AL590989.1	0	0	0	0	0	0
ENSG00000235643	LINC01647	5	4	0	14	0	0
ENSG00000284708	AL031731.1	0	0	0	0	0	0
ENSG00000116661	FBXO2	48	13	24	71	41	49
ENSG00000132879	FBXO44	73	26	34	110	103	151
ENSG00000116663	FBXO6	4	0	5	3	12	22
ENSG00000116670	MAD2L2	158	155	247	400	356	535
ENSG00000162490	DRAXIN	195	166	74	362	91	110
ENSG00000177674	AGTRAP	15	7	21	36	31	33
ENSG00000215910	C1orf167	3	0	1	0	1	1
ENSG00000177553	AL953897.1	0	0	1	0	0	0
ENSG00000177000	MTHFR	53	42	43	139	53	92
ENSG00000011021	CLCN6	79	34	126	108	154	353
ENSG00000276470	AL021155.3	0	0	0	0	0	0
ENSG00000278852	AL021155.4	0	0	0	0	0	0
ENSG00000175206	NPPA	0	0	0	0	0	1
ENSG00000275915	AL021155.2	0	0	0	0	0	0
ENSG00000120937	NPPB	1	1	0	2	0	6
ENSG00000224904	AL021155.1	0	0	1	0	0	0
ENSG00000285646	AL021155.5	8	1	1	15	9	22
ENSG00000199347	RNU5E-1	0	0	0	0	0	0
ENSG00000201801	RNU5E-4P	0	0	0	0	1	2
ENSG00000116685	KIAA2013	69	52	267	225	312	553
ENSG00000083444	PLOD1	626	386	1102	1187	1610	2335
ENSG00000287384	AL096840.2	0	0	0	1	3	0
ENSG00000116688	MFN2	219	149	902	380	1241	2140
ENSG00000270914	AL096840.1	0	0	1	0	0	0
ENSG00000116691	MIIP	31	19	107	67	124	209
ENSG00000202461	Y_RNA	0	0	0	0	0	0
ENSG00000276869	MIR6729	0	0	0	0	0	0
ENSG00000243539	RN7SL649P	0	0	0	0	0	0
ENSG00000120949	TNFRSF8	2	0	2	0	0	3
ENSG00000201135	RNU6-777P	0	0	0	0	0	0
ENSG00000227875	RPL23AP89	0	0	0	0	0	0
ENSG00000285604	AL357835.1	0	0	2	0	0	0
ENSG00000283789	MIR7846	0	0	0	0	0	0
ENSG00000028137	TNFRSF1B	111	78	9	235	18	10
ENSG00000263676	MIR4632	0	0	0	0	0	0
ENSG00000225196	RPL10P17	0	0	0	0	0	0
ENSG00000252969	SNORA70	0	0	0	0	0	0
ENSG00000048707	VPS13D	248	137	475	558	708	1274
ENSG00000239149	SNORA59A	0	0	0	1	0	0
ENSG00000229484	LINC02766	0	0	0	0	0	2
ENSG00000162496	DHRS3	11	15	22	48	25	35
ENSG00000221340	RNU6ATAC18P	0	0	0	0	0	0
ENSG00000276830	MIR6730	0	0	0	0	0	0
ENSG00000272482	AC254633.1	0	1	0	2	0	2
ENSG00000204518	AADACL4	1	0	0	0	0	0
ENSG00000226166	AC244670.1	0	0	0	0	0	0
ENSG00000188984	AADACL3	0	0	0	2	0	0
ENSG00000157330	C1orf158	0	0	0	1	3	0
ENSG00000116726	PRAMEF12	3	1	0	0	0	0
ENSG00000116721	PRAMEF1	0	0	0	0	0	0
ENSG00000228338	LINC01784	0	0	0	0	0	0
ENSG00000239810	PRAMEF11	0	0	0	0	0	0
ENSG00000231103	PRAMEF30P	3	0	0	0	0	0
ENSG00000179172	HNRNPCL1	0	0	1	0	0	2
ENSG00000120952	PRAMEF2	0	0	0	0	0	0
ENSG00000243073	PRAMEF4	0	0	1	0	0	2
ENSG00000187545	PRAMEF10	2	0	0	0	0	0
ENSG00000204510	PRAMEF7	0	0	0	0	0	0
ENSG00000207434	RNU6-1072P	0	0	0	0	0	0
ENSG00000234064	PRAMEF29P	0	0	0	0	0	0
ENSG00000232423	PRAMEF6	0	0	2	0	0	0
ENSG00000274178	PRAMEF28P	0	0	0	0	0	0
ENSG00000274764	PRAMEF27	0	0	0	2	1	0
ENSG00000277058	HNRNPCL3	0	0	0	0	0	0
ENSG00000229571	PRAMEF25	0	0	0	0	0	0
ENSG00000277862	PRAMEF34P	0	0	0	0	0	0
ENSG00000236179	PRAMEF35P	0	0	0	0	0	0
ENSG00000275774	HNRNPCL2	0	0	1	0	0	0
ENSG00000229978	PRAMEF36P	0	0	0	0	0	0
ENSG00000233336	AC245056.1	0	0	0	0	0	0
ENSG00000280267	PRAMEF26	0	0	0	0	0	0
ENSG00000179412	HNRNPCL4	0	0	0	0	0	0
ENSG00000204505	PRAMEF9	0	0	0	1	0	0
ENSG00000279169	PRAMEF13	0	0	0	0	0	0
ENSG00000279804	PRAMEF18	0	0	0	0	0	0
ENSG00000250894	PRAMEF31P	0	0	0	0	0	2
ENSG00000270601	PRAMEF5	0	0	0	0	0	0
ENSG00000231219	PRAMEF32P	0	0	0	0	0	0
ENSG00000207511	RNU6-771P	0	0	0	0	0	0
ENSG00000182330	PRAMEF8	0	0	0	0	0	0
ENSG00000237700	PRAMEF33	0	0	0	0	0	0
ENSG00000204501	PRAMEF15	2	0	0	0	0	0
ENSG00000228229	AC243961.1	0	0	0	0	0	0
ENSG00000204481	PRAMEF14	0	0	0	0	0	0
ENSG00000204480	PRAMEF19	0	0	0	0	0	0
ENSG00000204479	PRAMEF17	2	0	0	0	0	1
ENSG00000204478	PRAMEF20	0	0	0	1	0	0
ENSG00000162494	LRRC38	6	1	0	6	0	1
ENSG00000259961	AL354712.1	0	0	0	0	0	0
ENSG00000215909	BRWD1P1	0	0	0	0	0	0
ENSG00000162493	PDPN	52	28	13	101	40	47
ENSG00000222952	RNA5SP41	0	0	0	0	0	0
ENSG00000237445	AL359771.1	0	0	0	0	0	0
ENSG00000253085	AL359771.2	0	0	0	0	0	0
ENSG00000116731	PRDM2	217	113	407	413	596	989
ENSG00000189337	KAZN	72	68	46	172	102	114
ENSG00000252151	RNU6-1265P	0	0	0	0	0	0
ENSG00000231606	AL357873.1	1	0	0	0	0	0
ENSG00000234593	KAZN-AS1	3	9	0	1	1	0
ENSG00000235829	TBCAP2	1	0	0	0	0	1
ENSG00000287756	AL031293.1	0	0	0	0	0	1
ENSG00000175147	TMEM51-AS1	16	9	5	16	3	7
ENSG00000171729	TMEM51	64	33	122	148	166	229
